"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","key","axis","label","reference","alternative","is_diagnostic","model_order"
1969,0.802484877387616,799.295,996.025,54.4090492,0.021764318401558,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1970,0.797797738287561,771.62,967.1875,55.2433405,0.0318870394282235,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1971,0.794262464877383,747.675,941.345,34.8294288,0.038267184921121,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1972,0.789935761871614,746.12,944.5325,39.882741,0.0514334242492727,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1973,0.769742433963402,701.855,911.805,62.142113,0.0303125098343711,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1974,0.756647972094932,663.777,877.26,27.8098983,0.0528616604075016,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1975,0.74291347245061,641.5355,863.54,91.369895,0.0447972858762452,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1976,0.717654895552082,606.0165,844.44,29.2160333,0.0551194989540746,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1977,0.69830151534624,597.68325,855.91,71.8411807,0.0676390300301391,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1978,0.690249508653851,616.36175,892.955,9.7385426,0.0539679367019014,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1979,0.673105853467998,603.1365,896.05,35.1761388,0.0706866116694315,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1980,0.648028273497096,578.72975,893.0625,56.518439,0.0602236332977837,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1981,0.625237757484411,528.90425,845.925,68.812693,0.086987889562886,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1982,0.612649268075395,502.014,819.415,72.7455733,0.10739283152602,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1983,0.60445610652744,504.77525,835.09,61.244815,0.128474828402866,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1984,0.599542406618702,539.1505,899.27,55.1403684,0.148571972529897,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1985,0.578043491793414,557.153,963.86,72.3714068,0.134535942244852,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1986,0.551281706472345,543.182,985.3075,54.894779,0.152132641779007,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1987,0.534311544597142,543.43625,1017.0775,87.3963316,0.166087306890567,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1988,0.514141939717808,548.4095,1066.65,87.047809,0.140428262865453,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1989,0.49966290541684,546.214,1093.165,76.654956,0.130735312603282,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1990,0.494633758944977,580.79525,1174.1925,71.037545,0.17786369376882,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1991,0.485066038308287,599.55375,1236.025,73.675053,0.206374153957202,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1992,0.467619946602632,591.9975,1265.98,87.651341,0.238738644744328,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1993,0.438750654818973,554.8715,1264.6625,49.910383,0.192148845459364,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1994,0.415194234494431,534.77225,1288.005,101.229942,0.190428463582459,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1995,0.388850943038447,507.537,1305.2225,37.577487,0.188381449093821,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1996,0.380658885469291,491.6495,1291.575,112.77039,0.203346037957423,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1997,0.396310147757106,522.6885,1318.8875,44.038757,0.285297071428139,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1998,0.380532282731565,515.05425,1353.51,112.723113,0.267550756483069,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1999,0.355399391894101,489.1735,1376.405,71.001753,0.424580971243861,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2000,0.324466129006167,451.30075,1390.9025,120.309692,0.327540855008375,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2001,0.300757546028903,421.53125,1401.565,54.105505,0.284620690329972,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2002,0.286544523861544,413.127,1441.755,97.763791,0.256013264077592,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2003,0.271888924755157,408.51175,1502.495,64.718194,0.311086767324198,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2004,0.263629156047858,403.174,1529.3225,111.993552,0.349464369608422,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2005,0.242608564870821,371.014,1529.27,69.835415,0.341861743996392,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2006,0.236452772756921,364.32525,1540.795,80.213291,0.34223241443197,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2007,0.229908880525343,360.87475,1569.6425,84.861033,0.382430178396681,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2008,0.221265702539729,348.22575,1573.79,84.095904,0.504202650467041,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2009,0.208918858793602,323.9945,1550.815,89.965077,0.376846992511585,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2010,0.194460216920583,300.179,1543.6525,67.695302,0.283249118955247,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2011,0.193005045247057,301.25675,1560.875,71.610846,0.412829670410937,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2012,0.18761507411012,293.97875,1566.925,106.491294,0.364334796135571,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2013,0.180369883986647,277.44225,1538.185,102.095594,0.339796266217944,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2014,0.183242197154613,283.58425,1547.5925,60.412948,0.41465944105375,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2015,0.188486938381542,302.68175,1605.85,80.93603,0.336773715530731,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2016,0.189520465369999,310.07775,1636.1175,82.660063,0.468345821553777,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2017,0.187080941762834,301.41125,1611.1275,86.163604,0.32084387055508,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2018,0.187157767952048,297.56775,1589.93,65.864016,0.369130692049212,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2019,0.186366147910293,295.1285,1583.595,72.020714,0.260485448761803,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2020,0.189951069055461,299.304,1575.69,80.337501,0.421987659642877,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2021,0.19664936237445,304.93925,1550.675,71.040002,0.424722030664305,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2022,0.199379647736712,304.8455,1528.97,59.877692,0.57313602094921,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2023,0.192465956658547,287.024,1491.2975,81.155959,0.543335056766678,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
2024,0.169430444886265,247.346,1459.8675,69.234639,0.42772260941437,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1952,0.996978788173668,2715.0175,2723.245,84.339053,0.00813114278694193,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1953,0.986763907552929,2771.9925,2809.175,85.838919,0.00735213622380814,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1954,0.979328192311401,2818.3425,2877.8325,100.219706,0.00565358773320629,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1955,0.973073349548503,2877.4825,2957.1075,66.534532,0.00889505878776295,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1956,0.964620872435117,2893.525,2999.65,44.1970353,0.0104605376762743,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1957,0.955265373932286,2926.7325,3063.79,31.565649,0.0150694280298376,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1958,0.940371426636964,2847.2425,3027.785,68.539722,0.0207019239564854,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1959,0.9214623535019,2639.0175,2863.945,51.0192372,0.0148061143355792,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1960,0.905514324700751,2403.93,2654.7675,43.1775773,0.017666894107237,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1961,0.89538999989252,2290.965,2558.6225,44.7146081,0.0157730718008896,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1962,0.88567887450898,2161.6875,2440.7125,47.52231,0.0150307570724507,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1963,0.875535559187989,2028.6925,2317.0875,35.854458,0.0199907545945944,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1964,0.86397688049458,1884.1975,2180.8425,45.2153978,0.0134029166424043,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1965,0.860989782623934,1780.9875,2068.535,30.9444639,0.0154168413704486,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1966,0.858701587609858,1702.275,1982.3825,58.933914,0.0155771290936945,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1967,0.852298058095079,1603.9525,1881.915,23.7663536,0.020221095066024,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1968,0.847067008679152,1506.6675,1778.6875,35.4662535,0.0160167486553586,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1969,0.845716177801684,1462.2475,1729.005,46.5534919,0.0190206247089082,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1970,0.840756764397607,1397.735,1662.4725,42.7823138,0.0283291921642933,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1971,0.836735646636643,1344.22,1606.505,26.3781155,0.0312020595229092,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1972,0.831857154094234,1321.925,1589.125,32.331734,0.046195730181353,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1973,0.818065477110005,1257.7,1537.4075,48.8312445,0.027557495196142,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1974,0.807042645162921,1197.2175,1483.4625,22.1563502,0.0457353223194473,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1975,0.795347782699578,1157.6625,1455.5425,74.039421,0.0424113431457725,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1976,0.776851610815222,1104.1625,1421.33,24.9855859,0.0484162779785827,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1977,0.760521853855024,1086.5975,1428.7525,58.5482218,0.0600957974558272,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1978,0.751204205123176,1110.785,1478.6725,7.4798286,0.0453352209096326,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1979,0.737297221235736,1100.335,1492.39,29.5621485,0.0587790157935635,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1980,0.718589248058663,1075.985,1497.3575,44.860908,0.0527862867331415,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1981,0.702233890033188,1015.13,1445.5725,53.889787,0.0797808812048713,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1982,0.690807506321814,973.21825,1408.8125,57.9406443,0.099035867886563,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1983,0.680100019404117,963.85475,1417.225,47.576724,0.115401332930298,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1984,0.669406726410688,996.08725,1488.015,43.8416958,0.127762338081751,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1985,0.648866347973785,1019.03,1570.4775,59.80096,0.127614013642014,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1986,0.625391669494137,1004.54475,1606.265,40.7092065,0.138145648235875,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1987,0.60629053089319,1001.066,1651.1325,72.4238049,0.148020188142493,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1988,0.584890198458916,1006.89725,1721.515,70.83851,0.133307462278212,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1989,0.568579037306872,1004.0125,1765.8275,63.014407,0.118244869189452,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1990,0.558601098743153,1049.33775,1878.51,58.712809,0.157211317421387,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1991,0.549283494670944,1089.74275,1983.935,53.519971,0.175195743347012,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1992,0.535319599408932,1098.59225,2052.2175,75.465859,0.212610621248333,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1993,0.513781799408148,1067.31875,2077.3775,34.488386,0.164125993083498,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1994,0.493123748412982,1042.8655,2114.815,83.196741,0.157999661462078,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1995,0.472031661963074,1017.3545,2155.2675,33.6271698,0.157442994525961,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1996,0.461978173230767,991.82325,2146.905,94.047279,0.183021701964113,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1997,0.468482121931003,1024.424,2186.6875,40.6643586,0.233061196732695,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1998,0.458096003854072,1026.95275,2241.785,85.164933,0.246890639719652,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
1999,0.44116345221209,1013.144,2296.5275,60.932355,0.349305130569577,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2000,0.416355314113597,967.60975,2324,98.894548,0.297048610565041,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2001,0.394921235880923,926.269,2345.4525,42.083286,0.251657895236709,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2002,0.379908543962977,914.5035,2407.1675,80.533352,0.230624151218684,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2003,0.364314360071737,909.55725,2496.6275,47.446532,0.279665575808304,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2004,0.352355866942902,895.44725,2541.315,92.807744,0.326820222215255,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2005,0.333349418861262,849.666,2548.875,51.167019,0.313763871470569,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2006,0.321710239374446,822.43775,2556.455,63.352908,0.321286464622017,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2007,0.310957402420791,804.88525,2588.41,73.552241,0.355573443944903,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2008,0.299072914129287,773.50125,2586.33,61.992335,0.484298626017919,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2009,0.285292703191437,729.67175,2557.625,73.964198,0.36134030024073,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2010,0.269173119596478,686.271,2549.5525,52.902079,0.275115007471105,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
2011,0.261125050831491,669.42475,2563.6175,56.212342,0.397335853717486,"lorenzen-m-scalar-0.062","Natural mortality","M scalar = 0.062","0.078","0.062",FALSE,13
