"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","key","axis","label","reference","alternative","is_diagnostic","model_order"
1974,0.736470160749335,592.84375,804.98,27.4149902,0.0530710320109798,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1975,0.722350018576475,573.55675,794.015,83.923023,0.0460332990493622,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1976,0.69550821793044,540.276,776.8075,32.0258108,0.0576323992537488,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1977,0.674825512655894,530.811,786.59,66.4211961,0.0709205687281507,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1978,0.666216236826452,546.0225,819.5875,8.0409117,0.057518048965425,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1979,0.648613422411175,533.971,823.25,39.9396987,0.0717601707882354,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1980,0.621464671851723,509.991,820.6275,50.609669,0.061848734450086,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1981,0.597865557376576,466.02275,779.4775,67.326902,0.0900072717030127,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1982,0.586253548088983,444.05775,757.45,68.7840818,0.107820766408186,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1983,0.57937148087179,447.8585,773.0075,55.974085,0.132238978239672,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1984,0.57624530272652,479.972,832.93,62.2898835,0.148980661844901,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1985,0.555354438918168,496.04675,893.2075,64.5666624,0.141635270565844,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1986,0.529467621887719,484.263,914.6225,52.6507467,0.155449854133946,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1987,0.512720985279976,485.20325,946.33,92.6697997,0.163927872942167,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1988,0.492522130238244,489.4845,993.8325,80.893966,0.147718423578145,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1989,0.479257279876948,489.1815,1020.7075,72.6377474,0.134929236183402,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1990,0.473464312871206,518.36175,1094.8275,64.535184,0.189026703462909,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1991,0.463508144014074,534.849,1153.915,88.1802718,0.208099415235248,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1992,0.447328357074703,529.7665,1184.29,72.845587,0.257091413195525,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1993,0.419256401928487,496.98025,1185.385,49.513123,0.187990933388397,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1994,0.394116182606763,478.87875,1215.07,97.079272,0.182853587796638,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1995,0.367215766277413,451.803,1230.3475,36.898854,0.191856306597218,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1996,0.359745532241545,438.18175,1218.0325,111.977106,0.205587157263546,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1997,0.375997177344774,467.55625,1243.51,42.585337,0.29210722748748,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1998,0.360018046115672,458.8475,1274.5125,107.402175,0.268947203469434,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1999,0.335155197112576,434.5815,1296.6575,76.875178,0.423631918086703,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2000,0.304522850692538,399.266,1311.12,114.08863,0.328331211761804,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2001,0.281951789064404,373.092,1323.2475,55.090878,0.287196148905425,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2002,0.269064178039344,366.6625,1362.7325,92.402286,0.25797215830492,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2003,0.254682945183081,362.1375,1421.915,68.697176,0.31451045658598,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2004,0.246759172211077,357.62375,1449.2825,108.465042,0.338657398392724,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2005,0.22612289255814,328.22925,1451.5525,69.031911,0.342713765466477,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2006,0.220340360160451,322.716,1464.625,74.326682,0.343806916959366,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2007,0.215151879598774,322.00975,1496.6625,83.580559,0.397365979013735,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2008,0.206093626448421,308.855,1498.615,84.693879,0.495257752363903,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2009,0.192835529245623,284.70575,1476.4175,88.148555,0.36120532516724,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2010,0.179485681483922,264.211,1472.045,64.295612,0.282873829341689,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2011,0.179262717650789,267.13775,1490.2025,71.781849,0.411776340552593,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2012,0.174193413560081,260.47925,1495.345,108.64723,0.339328726599913,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2013,0.16565975739519,243.261,1468.4375,98.79786,0.335882031545162,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2014,0.169504714465426,250.286,1476.5725,59.358187,0.415402588353363,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2015,0.177300406615318,272.08875,1534.62,80.092878,0.336213849768447,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2016,0.178750852511855,279.78575,1565.2275,80.316217,0.46796012272122,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2017,0.176010139071892,271.504,1542.5475,85.377512,0.320247055433299,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2018,0.175604064400669,267.139,1521.2575,65.571018,0.373692570797736,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2019,0.17442864763012,264.0575,1513.8425,71.313664,0.260832452774803,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2020,0.17842071818117,268.843,1506.7925,75.596176,0.432150028373311,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2021,0.185708347427748,275.873,1485.5175,72.5121,0.432361815274652,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2022,0.187758951172012,275.00725,1464.6825,58.572092,0.580116093497937,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2023,0.179280631288472,255.64925,1425.9725,79.857556,0.551389123540811,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
2024,0.156098496663834,217.6895,1394.565,67.049624,0.443231163754064,"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","K=0.3","Derived at K=0.2","Derived at K=0.3",FALSE,10
1952,0.994206951976541,1558.745,1567.8275,115.241309,0.00885461627582571,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1953,0.97609972201029,1570.42,1608.8725,98.753794,0.00827897018466859,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1954,0.964941999463297,1582.1575,1639.64,138.147087,0.00580238344880879,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1955,0.956106867375667,1598.68,1672.0725,127.1588672,0.00903227791546885,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1956,0.944544881783375,1607.8775,1702.2775,84.4190505,0.0113409234964386,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1957,0.933129469790382,1655.43,1774.0625,59.473691,0.0168557829324116,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1958,0.912806393916555,1622.915,1777.94,152.56747,0.0212211966766384,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1959,0.886559799064847,1498.3725,1690.0975,38.800449,0.0166986428826096,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1960,0.866116341243997,1367.13,1578.46,101.9869159,0.0158991240087053,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1961,0.857920242010071,1335.7475,1556.96,52.2332814,0.0164863070091981,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1962,0.848701343287831,1266.935,1492.7925,91.211259,0.0137548298569593,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1963,0.839815889143243,1205.14,1435.005,85.180574,0.0176428660066689,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1964,0.828099673622062,1129.0725,1363.45,67.66764,0.0126769208988216,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1965,0.830777667509806,1094.5475,1317.4975,57.9596789,0.0143361317947907,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1966,0.834102960436588,1077.905,1292.2925,114.3494907,0.0134679965261665,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1967,0.82981771853781,1032.37,1244.0925,52.6593916,0.0175919690514246,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1968,0.826361440607476,981.0625,1187.2075,59.5747266,0.0146083362249025,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1969,0.82920520457752,978.5575,1180.115,78.2540941,0.0168498202358127,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1970,0.826021426800465,949.5075,1149.495,65.7926739,0.0278222660281323,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1971,0.822716349114984,918.3345,1116.2225,49.641185,0.029021722670558,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1972,0.81735905418975,906.7765,1109.398,63.425286,0.0377815940213028,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1973,0.799776658363179,853.7,1067.423,73.99147,0.0276686952042971,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1974,0.788651782621627,805.43725,1021.28375,40.4596077,0.0420465921713719,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1975,0.77737297472682,781.0585,1004.741,111.818205,0.0362563099639648,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1976,0.754760715559859,740.458,981.05,61.027941,0.0433763802040162,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1977,0.735992080292248,725.79675,986.1475,78.7853435,0.0546987064670376,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1978,0.727733818758349,743.5875,1021.785,17.1658493,0.0479040878969678,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1979,0.714626899033264,735.335,1028.9775,60.908247,0.0600983396312007,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1980,0.692245183734109,709.40075,1024.7825,61.857506,0.0508716665701349,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1981,0.671346800285161,654.72375,975.23925,89.937432,0.0765857751837308,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1982,0.659474373266652,622.47275,943.89225,94.483467,0.0870665434322743,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1983,0.650410082645711,620.24325,953.61875,77.603799,0.10848882518604,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1984,0.64437624137651,654.53,1015.7575,76.127566,0.11926102365958,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1985,0.624590205631334,675.296,1081.1825,92.1636046,0.117397005663008,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1986,0.599836041037364,661.26525,1102.41,70.527228,0.122758473499753,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1987,0.580774602385134,653.913,1125.9325,111.519183,0.143661816677508,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1988,0.561154956976541,657.69325,1172.035,113.21847,0.124266064259994,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1989,0.544621850150723,648.6065,1190.93,86.531997,0.12203555694676,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1990,0.534104431434147,673.26,1260.54,89.838235,0.170861385010175,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1991,0.524805588183085,694.77175,1323.865,80.583668,0.181095147349066,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1992,0.506542897213807,688.03975,1358.305,118.024694,0.214397901482099,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1993,0.481014250635878,655.7535,1363.2725,70.787226,0.176282268115443,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1994,0.455901764630425,630.83925,1383.7175,120.533114,0.174934300075315,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1995,0.427662105995788,597.5605,1397.2725,55.171496,0.162739308627913,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1996,0.414484120162354,572.6295,1381.5475,136.092332,0.163634820672198,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1997,0.426670425064152,603.57225,1414.61,61.716624,0.23385181548851,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1998,0.412613649919349,596.661,1446.0525,121.976061,0.234616821070366,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1999,0.391350211691963,572.16575,1462.03,104.316331,0.325726246307048,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2000,0.362489364453792,532.544,1469.13,124.554238,0.284134777067611,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2001,0.338957257565352,499.7035,1474.2375,90.519805,0.228821774674985,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2002,0.320989935276904,484.28875,1508.735,97.1306,0.25717044485705,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2003,0.303407043985577,472.47,1557.215,104.359252,0.257496002637106,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2004,0.290590828979868,460.014,1583.03,116.786542,0.337116151103077,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2005,0.270204276213858,425.0955,1573.2375,92.957645,0.277610663024248,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2006,0.258428247086642,411.4785,1592.235,88.440237,0.322901686882905,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2007,0.252137264196829,408.22725,1619.0675,98.38696,0.359415627840595,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2008,0.241731716957129,391.4265,1619.26,99.50692,0.402489829422852,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2009,0.226082547155047,361.142,1597.39,103.98456,0.321442309252495,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2010,0.210166930618819,332.09475,1580.1475,77.498705,0.262156706312793,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2011,0.205777584022796,325.6955,1582.755,89.306615,0.371736225290659,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2012,0.199122556893607,314.24825,1578.165,130.300688,0.308131054047352,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2013,0.188907607128626,291.5515,1543.355,120.339951,0.296759790717909,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2014,0.191382299115873,297.26025,1553.2275,73.644421,0.358256907379458,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2015,0.199618578594309,322.648,1616.3225,95.803074,0.298249576538404,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2016,0.202901927557721,335.265,1652.35,95.738082,0.400109885139359,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2017,0.201323918529503,328.88225,1633.5975,101.373777,0.271447565638793,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2018,0.200557787947564,323.4235,1612.62,81.888456,0.32659991404758,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2019,0.199199890177946,319.23625,1602.5925,72.22393,0.263349789672514,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2020,0.202823127756071,322.88225,1591.94,111.74532,0.388508036792765,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2021,0.209891653996959,327.877,1562.125,86.101431,0.397103038452688,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2022,0.212870195158002,327.6365,1539.1375,67.049488,0.48447479476992,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2023,0.204395720026043,310.798,1520.57,101.965437,0.475280693345415,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
2024,0.182135310094004,271.93075,1493.015,88.163323,0.366172175142789,"caal-0.5-sub-basin","Conditional age-at-length","0.5 sub-basin","0.75 sub-basin","0.5 sub-basin",FALSE,11
1952,0.993380612109259,1382.5325,1391.745,86.42868,0.010666284582117,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1953,0.972711018937181,1385.96,1424.8425,82.78878,0.0105603412831605,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1954,0.960148053561568,1391.0625,1448.8,96.461125,0.00821620711584802,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1955,0.949525556312171,1387.4325,1461.185,95.9460874,0.0107811647625026,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1956,0.935459446979574,1377.595,1472.64,56.6346089,0.0141184849859738,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1957,0.922744066242138,1418.6175,1537.39,42.6782807,0.0202007063225973,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1958,0.899945323545493,1390.825,1545.455,80.990348,0.0277087256135169,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1959,0.870239613041749,1274.69,1464.7575,52.4232148,0.0191621835396314,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1960,0.846074852507375,1147.2775,1356,51.7536528,0.023854246292968,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1961,0.834547470557961,1102.6375,1321.24,56.2034423,0.0197593412108489,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1962,0.822646115190573,1034.605,1257.655,57.372771,0.0191550710211135,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1963,0.811523459870097,974.24,1200.5075,61.6425167,0.022858669169084,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1964,0.797702140577259,906.5825,1136.4925,50.9525225,0.0159700997900111,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1965,0.801939193694093,881.0525,1098.6525,40.9192719,0.0184862085328638,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1966,0.806896854621905,872.665,1081.5075,78.8477919,0.0179472965120339,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1967,0.801889509073195,835.4125,1041.805,33.231517,0.0225450654930508,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
1968,0.798563512927632,796.625,997.5725,50.531315,0.0182782723000579,"caal-1.0-sub-basin","Conditional age-at-length","1.0 sub-basin","0.75 sub-basin","1.0 sub-basin",FALSE,12
